id,submitdate,startlangu,token,datestamp,startdate,ipaddr,refurl,households,pa_gender,pa_agecoho,ArrivalDat,Location1,Accom,Accom_othe,Ac_SmartPh,Pb_SmartPh,Pb_SmartPh,Pb_SmartPh,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,Ac_televis,Ac_televis,Ac_televis,infotelevi,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,Ac_mobiles,Ac_mobiles,Ac_mobiles,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infointern,infoSpend_int,infoSpend_int,infoSpend_int,infoSpend_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infofacebook,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTwitter,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoSpend_new,infoSpend_new,infoSpend_new,infoSpend_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoSpend_not,infoSpend_not,infoSpend_not,infoSpend_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,Ac_Radio_,Ac_Radio_,inforadio,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoSpend_com,infoSpend_com,infoSpend_com,infoSpend_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoSpend_off,infoSpend_off,infoSpend_off,infoSpend_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_serv,Ac_Unhcr_coun,Ac_Unhcr_Post,Ac_Unhcr_MISM,Whichcounsel_,Whichcounsel_,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infospend_fil,infospend_fil,infospend_fil,infospend_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,Issues_aid,Issues_MoI,Issues_mis,Issues_foo,Issues_wat,Issues_she,Issues_win,Issues_hea,Issues_doc,Issues_aid,Issues_inc,Issues_mem,Issues_ser,Issues_ins,Issues_ret,Issues_lea,Issues_civ,Issues_dis,Issues_new,Issues_wor,Issues_cas,Issues_res,Issues_oth,Ac_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Ac_ MoIcar,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Ac_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Ac_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Ac_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Ac_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Ac_winter,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Ac_health,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Ac_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Ac_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Ac_income,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Ac_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Ac_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Ac_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Ac_return,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Ac_ leavec,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Ac_civil,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Ac_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Ac_news,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Ac_work,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Ac_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Ac_Resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,Complaint,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintF,NoFollow,Ac_SocialN,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,Ac_AidOrganisations,Ac_AidOrganIf,Ac_SocialNetworkIf
57,41768.44006,ar,NA,41768.44006,41768.43153,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,4,Male,Between 36 and 59,40669,Az Zarqa Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الجزيرة,hourl,,,,,,,,,,ncros,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,,,,,ninde,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,لا تحتاج,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
65,41768.43966,ar,NA,41768.43966,41768.43796,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=25,4,Female,Between 18 and 35,40087,Amman Governorate,Basement,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,لا يوجد برنامج محدد,hourl,,,,full,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,full,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
59,41768.43676,ar,NA,41768.43676,41768.43205,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,6,Male,Between 18 and 35,41183,Madaba Governorate,Caravan,NA,No,,,NA,,,,,,,,,radio,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM,,الاشئ,,,weekl,,,,,,ninde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,,moffi,,,,,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,radio,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
60,41768.44645,ar,NA,41768.44645,41768.43226,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=52,2,Female,Between 18 and 35,41553,Az Zarqa Governorate,Flat,NA,Yes,,,سامسونج,television,,internet,,,,,,,,,,,,,,,NA,,CoO,,مسلسلات,,daily,,,,,,,ninde,,,,,,,,,,,,,,,,,NA,,daily,,,,,,,ninde,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,full,,,,ninde,,,Yes,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,Yes,0,0,0,0,0,0,0,لا استطيع الحصول على دفتر العائلة والهوية من مخيم الزعتر,Yes,,,,,,,,infobusy,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,income,,,,,,,,infobusy,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,news,,,,,,,,infobusy,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,internet,,,notice,,,,friends,,,,,,,,NA,"Yes, but only sometimes",cashassistance,,,,,,,Syriadocuments,,,,,,,,NA,,ngoTelephonecalls,,helpdesks,,,,,,,,,,NA,No,لم احصل على المفوضيات ولم يخرج بكشف,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
61,41768.44139,ar,NA,41768.44139,41768.43604,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,10,Male,Between 36 and 59,41335,Al Mafraq Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الجزيرة والعربية,hourl,,,,,mind,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,internet,facebook,,,,,,,,,,,,,,NA,"Yes, frequently",,healthservices,,,,,,,,,,,,,,NA,infoline,,,,,,,,,,,,,NA,Follow,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
62,41768.44503,ar,NA,41768.44503,41768.4366,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,16,Male,Between 18 and 35,47289,Az Zarqa Governorate,Flat,NA,No,,,NA,,,,,,,,,,friends,,,,,NGO,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,weekl,,,,,mcros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,,,,,,ncros,,,,,,,,,,,,,,,,,,,,,,,,,weekl,,,,,mcros,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,Yes,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,servicesdisabilit,,notse,,,,,,infobusy,,NA,NA,,,,,,,,,,work,,,,,,,notre,,,NA,,,,,,,,,,No,,,,,,,,,,television,,,,,,,,,friends,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
63,41768.44271,ar,NA,41768.44271,41768.43698,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,5,Male,Between 36 and 59,41619,Az Zarqa Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الاشئ,,daily,,,,mind,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,,moffi,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
64,41768.44265,ar,NA,41768.44265,41768.43723,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,4,Female,Between 18 and 35,41630,Az Zarqa Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,برامج اطفال   مسلسلات,hourl,,,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weekl,,,,,mcros,,,,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,Yes,0,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,No,,,,,,,,,,NA,,,,,,,,,,Resettlement,notfi,notse,,,,,,,,,,internet,,,,,,,,,,,,,,,NA,"Yes, but only sometimes",cashassistance,healthservices,,,shelterproblems,,,,,,,0,,exploitation,,NA,infoline,,,,,,,,,,,,,NA,Follow,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
66,41768.45163,ar,NA,41768.45163,41768.43985,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,3,Male,Between 18 and 35,41549,Az Zarqa Governorate,Flat,NA,Yes,Android,,NA,television,mobile,,,,,,,,,,,,,,,,NA,,,Int,تاشونال جويجرفي,,,weekl,,,,moffi,,,,,,SMS,,,daily,,,full,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,full,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"Yes, but only sometimes",cashassistance,,,,,,,,,,,,,,,NA,infoline,,,,,,,,,,,,,NA,No,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
67,41768.44725,ar,NA,41768.44725,41768.43999,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,2,Male,Between 18 and 35,41632,Al Karak Governorate,Flat,NA,No,,,NA,television,mobile,,,,,,,,,,,,,,,,NA,Jor,CoO,Int,التلفزيون الأردني   القناة السورية   العربية والجزيرة,hourl,,,,,,,mcros,,,,Call,,,,daily,,,full,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,0,0,0,Yes,0,0,0,0,0,0,0,0,Yes,0,0,Yes,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,missingmember,,,notav,,,,,,,NA,foodassist,,notse,,,,,,,,NA,assist,,notse,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,aidcontact,,notse,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,cashassistance,,notse,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
